Date,Open,High,Low,Close,Adj Close,Volume
2022-03-18,486.290009,493.640015,485.200012,492.579987,490.864502,1534700
2022-03-21,493.440002,496.600006,487.920013,491.260010,489.549133,1010800
2022-03-22,493.079987,498.049988,492.260010,494.309998,492.588501,1152200
2022-03-23,492.380005,492.529999,484.950012,485.119995,483.430511,1584000
2022-03-24,486.529999,490.779999,484.630005,490.720001,489.010986,514500
2022-03-25,491.769989,494.369995,489.220001,494.200012,492.478882,1517800
2022-03-28,492.820007,495.040009,488.559998,494.950012,493.226288,1363600
2022-03-29,499.320007,506.700012,499.059998,505.519989,503.759430,1755000
2022-03-30,504.329987,504.390015,495.489990,497.790009,496.056396,1484300
2022-03-31,497.070007,499.859985,490.350006,490.450012,488.741943,1258600
2022-04-01,493.390015,496.209991,489.570007,493.760010,492.040436,1204200
2022-04-04,493.869995,494.390015,490.450012,492.859985,491.143524,1069600
2022-04-05,491.750000,495.040009,482.720001,483.859985,482.174866,1099600
2022-04-06,479.920013,480.920013,475.260010,478.200012,476.534607,798000
2022-04-07,477.630005,479.579987,470.929993,477.000000,475.338776,1110100
2022-04-08,477.029999,481.440002,474.730011,477.029999,475.368683,799900
2022-04-11,474.730011,481.089996,474.519989,474.779999,473.126526,865100
2022-04-12,478.500000,483.679993,472.850006,474.130005,472.478790,1402300
2022-04-13,474.929993,482.489990,474.929993,481.839996,480.161926,1034200
2022-04-14,482.600006,485.470001,478.940002,479.010010,477.341797,1450400
2022-04-18,478.190002,480.589996,475.869995,478.079987,476.415009,1144000
2022-04-19,478.720001,489.589996,478.429993,488.899994,487.197327,897300
2022-04-20,492.049988,495.500000,490.869995,492.640015,490.924316,1018600
2022-04-21,496.989990,497.790009,482.339996,483.720001,482.035370,1216900
2022-04-22,481.239990,481.670013,470.489990,470.720001,469.080658,1467100
2022-04-25,466.630005,473.829987,461.049988,473.519989,471.870880,1756800
2022-04-26,470.019989,470.619995,459.420013,459.459991,457.859863,2042300
2022-04-27,459.809998,465.420013,457.200012,460.010010,458.407959,2532000
2022-04-28,464.540009,470.420013,456.179993,468.750000,467.117523,1298300
2022-04-29,466.910004,471.149994,455.130005,455.829987,454.242493,1693500
2022-05-02,455.799988,461.119995,448.540009,458.670013,457.072632,1980900
2022-05-03,458.640015,465.369995,457.510010,463.079987,461.467255,1217800
2022-05-04,464.049988,476.470001,458.769989,476.140015,474.481781,1289300
2022-05-05,471.690002,471.690002,453.869995,458.459991,456.863342,1369500
2022-05-06,455.600006,457.220001,446.369995,452.339996,450.764648,1893200
2022-05-09,446.029999,448.269989,435.309998,437.220001,435.697327,1586800
2022-05-10,442.290009,444.850006,428.019989,435.779999,434.262329,1609300
2022-05-11,436.170013,444.390015,427.700012,428.250000,426.758545,1476500
2022-05-12,425.980011,435.369995,424.269989,432.350006,430.844299,1417100
2022-05-13,437.390015,446.510010,437.369995,443.709991,442.164703,868600
2022-05-16,442.049988,444.769989,437.730011,441.160004,439.623596,742900
2022-05-17,448.390015,454.540009,445.329987,454.000000,452.418884,1425500
2022-05-18,449.380005,449.589996,435.500000,437.140015,435.617615,1005400
2022-05-19,433.109985,442.089996,433.109985,436.619995,435.099396,1012300
2022-05-20,441.230011,441.630005,425.420013,435.359985,433.843781,1031300
2022-05-23,439.540009,442.140015,434.100006,440.119995,438.587219,935700
2022-05-24,436.250000,437.529999,427.040009,434.700012,433.186096,971100
2022-05-25,433.209991,445.040009,432.929993,443.040009,441.497070,836100
2022-05-26,445.940002,455.309998,445.890015,453.369995,451.791077,743300
2022-05-27,455.440002,463.920013,455.200012,463.850006,462.234589,965700
2022-05-31,461.679993,462.579987,456.299988,459.230011,457.630676,1822200
2022-06-01,461.489990,462.619995,449.709991,455.410004,453.823975,636800
2022-06-02,456.579987,465.890015,455.179993,465.769989,464.147888,876100
2022-06-03,461.970001,462.559998,458.700012,460.390015,458.786652,679100
2022-06-06,465.100006,465.829987,461.609985,463.070007,461.457306,755200
2022-06-07,459.010010,469.149994,458.299988,469.130005,467.496185,817800
2022-06-08,466.600006,467.130005,459.119995,460.420013,458.816528,646000
2022-06-09,458.320007,459.390015,450.940002,450.950012,449.379517,830000
2022-06-10,444.170013,445.549988,438.329987,439.049988,437.520935,1159900
2022-06-13,427.980011,429.679993,417.489990,419.380005,417.919464,1332200
2022-06-14,420.369995,422.190002,413.589996,417.609985,416.155609,1555600
2022-06-15,421.549988,427.910004,415.769989,422.609985,421.138184,1356500
2022-06-16,412.910004,413.690002,400.070007,402.570007,401.167999,1144100
2022-06-17,402.790009,408.489990,400.049988,404.829987,404.829987,1674700
2022-06-21,411.160004,413.679993,407.480011,409.950012,409.950012,854000
2022-06-22,404.220001,411.339996,403.390015,408.589996,408.589996,742500
2022-06-23,409.730011,411.790009,405.220001,411.070007,411.070007,1210500
2022-06-24,414.470001,425.640015,413.859985,425.440002,425.440002,1121500
2022-06-27,427.170013,429.809998,423.190002,426.980011,426.980011,924900
2022-06-28,429.429993,433.070007,420.850006,420.859985,420.859985,814000
2022-06-29,421.119995,421.510010,414.540009,417.709991,417.709991,622300
2022-06-30,412.109985,418.540009,408.160004,413.489990,413.489990,1160900
2022-07-01,412.989990,419.579987,409.799988,418.850006,418.850006,883500
2022-07-05,412.440002,418.459991,406.220001,418.329987,418.329987,1006500
2022-07-06,417.809998,420.450012,411.100006,415.809998,415.809998,865100
2022-07-07,419.149994,425.570007,419.149994,424.670013,424.670013,743500
2022-07-08,423.600006,426.559998,419.839996,423.350006,423.350006,677300
2022-07-11,420.640015,422.230011,417.779999,418.320007,418.320007,491900
2022-07-12,417.200012,422.760010,415.500000,417.609985,417.609985,629100
2022-07-13,412.480011,418.700012,410.440002,416.540009,416.540009,1046700
2022-07-14,409.779999,413.079987,406.649994,412.329987,412.329987,792400
2022-07-15,417.600006,420.459991,412.640015,420.320007,420.320007,766600
2022-07-18,424.609985,426.510010,418.510010,419.390015,419.390015,859800
2022-07-19,424.589996,433.510010,424.079987,433.119995,433.119995,684000
2022-07-20,432.970001,438.420013,431.260010,437.589996,437.589996,726400
2022-07-21,435.869995,441.220001,433.429993,441.220001,441.220001,595800
2022-07-22,442.329987,444.019989,434.369995,437.160004,437.160004,544200
2022-07-25,438.739990,440.369995,435.309998,439.910004,439.910004,587200
2022-07-26,438.730011,439.290009,435.829987,437.390015,437.390015,424100
2022-07-27,439.480011,447.350006,438.619995,445.589996,445.589996,560700
2022-07-28,448.100006,452.829987,443.089996,452.570007,452.570007,489700
2022-07-29,453.760010,460.010010,452.350006,458.630005,458.630005,801000
2022-08-01,455.970001,460.410004,453.130005,458.329987,458.329987,986200
2022-08-02,456.230011,459.000000,452.559998,453.910004,453.910004,721800
2022-08-03,456.100006,459.339996,453.820007,457.950012,457.950012,641700
2022-08-04,457.559998,457.709991,454.239990,454.470001,454.470001,417300
2022-08-05,450.399994,457.779999,450.239990,456.970001,456.970001,540400
2022-08-08,459.429993,464.410004,458.989990,460.049988,460.049988,483200
2022-08-09,458.600006,459.350006,454.510010,456.109985,456.109985,560300
2022-08-10,463.470001,467.929993,462.809998,467.350006,467.350006,543400
2022-08-11,471.679993,476.329987,469.640015,470.019989,470.019989,645400
