Date,close,daily_return,share,cash,wealth,wealthlochigh,wealthloclow,peak,spy
2007-12-03,1472.420044,-0.005887337396660586,6.463956812949688,0.0,9517.65957493748,9826.959753302157,9096.209118864312,10117.062160923168,9517.65957493748
2007-12-04,1462.790039,-0.0065402566606190815,6.463956812949688,0.0,9455.41163850899,9826.959753302157,9096.209118864312,10117.062160923168,9455.41163850899
2007-12-05,1485.01001,0.015190130099046906,6.463956812949688,0.0,9599.040571437983,9826.959753302157,9096.209118864312,10117.062160923168,9599.040571437983
2007-12-06,1507.339966,0.01503690604752217,6.463956812949688,0.0,9743.380442657051,9599.040571437983,9096.209118864312,10117.062160923168,9743.380442657051
2007-12-07,1504.660034,-0.0017779214115257735,6.463956812949688,0.0,9726.057477947408,9743.380442657051,9096.209118864312,10117.062160923168,9726.057477947408
2007-12-10,1515.959961,0.007509953574004413,6.463956812949688,0.0,9799.099718064894,9743.380442657051,9096.209118864312,10117.062160923168,9799.099718064894
2007-12-11,1477.650024,-0.025271074425164186,6.463956812949688,0.0,9551.46593979007,9799.099718064894,9096.209118864312,10117.062160923168,9551.46593979007
2007-12-12,1486.589966,0.006050107843398322,6.463956812949688,0.0,9609.253338788345,9799.099718064894,9096.209118864312,10117.062160923168,9609.253338788345
2007-12-13,1488.410034,0.0012243241523399728,6.463956812949688,0.0,9621.018179736977,9799.099718064894,9096.209118864312,10117.062160923168,9621.018179736977
2007-12-14,1467.949951,-0.013746267851349359,6.463956812949688,0.0,9488.76508683561,9799.099718064894,9096.209118864312,10117.062160923168,9488.76508683561
2007-12-17,1445.900024,-0.015020898352140044,6.463956812949688,0.0,9346.235310978916,9799.099718064894,9096.209118864312,10117.062160923168,9346.235310978916
2007-12-18,1454.97998,0.006279795178978365,6.463956812949688,0.0,9404.9277544264,9799.099718064894,9096.209118864312,10117.062160923168,9404.9277544264
2007-12-19,1453.0,-0.0013608297208324016,6.463956812949688,0.0,9392.129249215895,9799.099718064894,9096.209118864312,10117.062160923168,9392.129249215895
2007-12-20,1460.119995,0.004900203028217476,6.463956812949688,0.0,9438.152589404313,9799.099718064894,9096.209118864312,10117.062160923168,9438.152589404313
2007-12-21,1484.459961,0.016669839522333252,6.463956812949688,0.0,9595.485078456977,9799.099718064894,9096.209118864312,10117.062160923168,9595.485078456977
2007-12-24,1496.449951,0.008077004644788888,6.463956812949688,0.0,9672.987856004676,9799.099718064894,9096.209118864312,10117.062160923168,9672.987856004676
2007-12-26,1497.660034,0.0008086357978034364,6.463956812949688,0.0,9680.80978025676,9799.099718064894,9096.209118864312,10117.062160923168,9680.80978025676
2007-12-27,1476.27002,-0.014282289381035929,6.463956812949688,0.0,9542.545653532372,9799.099718064894,9096.209118864312,10117.062160923168,9542.545653532372
2007-12-28,1478.48999,0.0015037696152633284,6.463956812949688,0.0,9556.895443738416,9799.099718064894,9096.209118864312,10117.062160923168,9556.895443738416
2007-12-31,1468.359985,-0.006851588491309291,6.463956812949688,0.0,9491.415528903452,9799.099718064894,9096.209118864312,10117.062160923168,9491.415528903452
2008-01-02,1447.160034,-0.01443784304705098,6.463956812949688,0.0,9354.379961202801,9799.099718064894,9096.209118864312,10117.062160923168,9354.379961202801
2008-01-03,1447.160034,0.0,6.463956812949688,0.0,9354.379961202801,9799.099718064894,9096.209118864312,10117.062160923168,9354.379961202801
2008-01-04,1411.630005,-0.02455155488352856,6.463956812949688,0.0,9124.715388183951,9799.099718064894,9096.209118864312,10117.062160923168,9124.715388183951
2008-01-07,1416.180054,0.0032232589162057845,6.463956812949688,0.0,9154.126708416756,9799.099718064894,9096.209118864312,10117.062160923168,9154.126708416756
2008-01-08,1390.189941,-0.01835226596123196,6.463956812949688,0.0,8986.127740421074,9799.099718064894,9096.209118864312,10117.062160923168,8986.127740421074
2008-01-09,1409.130005,0.013624083617218341,6.463956812949688,0.0,9108.555496151577,9799.099718064894,8986.127740421074,10117.062160923168,9108.555496151577
2008-01-10,1420.329956,0.007948131797818059,6.463956812949688,0.0,9180.951495722731,9680.80978025676,8986.127740421074,10117.062160923168,9180.951495722731
2008-01-11,1401.02002,-0.013595387408698811,6.463956812949688,0.0,9056.132903357908,9680.80978025676,8986.127740421074,10117.062160923168,9056.132903357908
2008-01-14,1416.25,0.010870636952068802,6.463956812949688,0.0,9154.578836339995,9680.80978025676,8986.127740421074,10117.062160923168,9154.578836339995
2008-01-15,1380.949951,-0.02492501253309798,6.463956812949688,0.0,8926.400844108988,9680.80978025676,8986.127740421074,10117.062160923168,8926.400844108988
2008-01-16,1373.199951,-0.005612078840647294,6.463956812949688,0.0,8876.305178808627,9680.80978025676,8926.400844108988,10117.062160923168,8876.305178808627
2008-01-17,1333.25,-0.02909259570749867,3.8783740877698127,3550.522071523451,8721.364324042554,9680.80978025676,8876.305178808627,10117.062160923168,8618.070420865171
2008-01-18,1325.189941,-0.006045422088880481,3.8783740877698127,3550.522071523451,8690.104400071057,9680.80978025676,8721.364324042554,10117.062160923168,8565.970547579345
2008-01-22,1310.5,-0.011085158848183618,3.8783740877698127,3550.522071523451,8633.13131354579,9680.80978025676,8690.104400071057,10117.062160923168,8471.015403370566
2008-01-23,1338.599976,0.021442179320869892,3.8783740877698127,3550.522071523451,8742.113532331143,9680.80978025676,8633.13131354579,10117.062160923168,8652.652434679489
2008-01-24,1352.069946,0.01006272989803203,3.8783740877698127,3550.522071523451,8794.35511494218,9680.80978025676,8633.13131354579,10117.062160923168,8739.721739031216
2008-01-25,1330.609985,-0.015871931081293367,3.8783740877698127,3550.522071523451,8711.12535827523,9680.80978025676,8633.13131354579,10117.062160923168,8601.005477919633
2008-01-28,1353.959961,0.017548324650517255,3.8783740877698127,3550.522071523451,8801.685300143678,9556.895443738416,8633.13131354579,10117.062160923168,8751.938714367043
2008-01-29,1362.300049,0.006159774469135737,3.8783740877698127,3550.522071523451,8834.031281332598,9556.895443738416,8633.13131354579,10117.062160923168,8805.848683015243
2008-01-30,1355.810059,-0.004763994543466432,3.8783740877698127,3550.522071523451,8808.860672286712,9491.415528903452,8633.13131354579,10117.062160923168,8763.897667938767
2008-01-31,1378.550049,0.016772253494543587,3.8783740877698127,3550.522071523451,8897.054860258857,9354.379961202801,8633.13131354579,10117.062160923168,8910.887981225675
2008-02-01,1395.420044,0.012237491857649552,3.8783740877698127,3550.522071523451,8962.483011727662,9354.379961202801,8633.13131354579,10117.062160923168,9019.934900340353
2008-02-04,1380.819946,-0.010462869630386229,3.8783740877698127,3550.522071523451,8905.858369965565,9180.951495722731,8633.13131354579,10117.062160923168,8925.56049740352
2008-02-05,1336.640015,-0.031995432227048703,3.8783740877698127,3550.522071523451,8734.512070375706,9180.951495722731,8633.13131354579,10117.062160923168,8639.983331420422
2008-02-06,1326.449951,-0.007623641283849958,3.8783740877698127,3550.522071523451,8694.99119020539,9180.951495722731,8633.13131354579,10117.062160923168,8574.11519780323
2008-02-07,1336.910034,0.007885772842099348,3.8783740877698127,3550.522071523451,8735.55930506851,9180.951495722731,8633.13131354579,10117.062160923168,8641.728722575099
2008-02-08,1331.290039,-0.004203719664804373,3.8783740877698127,3550.522071523451,8713.762862087115,9180.951495722731,8633.13131354579,10117.062160923168,8605.401317606105
2008-02-11,1339.130005,0.005888999219050062,3.8783740877698127,3550.522071523451,8744.16918307051,9154.578836339995,8633.13131354579,10117.062160923168,8656.078519245099
2008-02-12,1348.859985,0.0072658964877723164,3.8783740877698127,3550.522071523451,8781.90568537703,9154.578836339995,8633.13131354579,10117.062160923168,8718.972689755963
2008-02-13,1367.209961,0.013604062841259257,3.8783740877698127,3550.522071523451,8853.073756806627,8962.483011727662,8633.13131354579,10117.062160923168,8837.586142138627
2008-02-14,1348.859985,-0.013421476235134011,3.8783740877698127,3550.522071523451,8781.90568537703,8962.483011727662,8633.13131354579,10117.062160923168,8718.972689755963
2008-02-15,1349.98999,0.00083774818184712,3.8783740877698127,3550.522071523451,8786.288267488078,8962.483011727662,8633.13131354579,10117.062160923168,8726.276993274381
2008-02-19,1348.780029,-0.0008962740531135438,3.8783740877698127,3550.522071523451,8781.595586098469,8962.483011727662,8633.13131354579,10117.062160923168,8718.455857625027
2008-02-20,1360.030029,0.00834087083002033,3.8783740877698127,3550.522071523451,8825.227294585879,8962.483011727662,8633.13131354579,10117.062160923168,8791.17537177071
2008-02-21,1342.530029,-0.012867362945557459,3.8783740877698127,3550.522071523451,8757.355748049908,8962.483011727662,8633.13131354579,10117.062160923168,8678.056127544092
2008-02-22,1353.109985,0.007880610318921955,3.8783740877698127,3550.522071523451,8798.388775250052,8962.483011727662,8633.13131354579,10117.062160923168,8746.444506211
2008-02-25,1371.800049,0.013812671702367219,3.8783740877698127,3550.522071523451,8870.875835166411,8962.483011727662,8633.13131354579,10117.062160923168,8867.256272738265
2008-02-26,1381.290039,0.006917910527061144,3.8783740877698127,3550.522071523451,8907.681566475605,8962.483011727662,8633.13131354579,10117.062160923168,8928.59915825359
2008-02-27,1380.02002,-0.0009194441168340894,3.8783740877698127,3550.522071523451,8902.75595769503,8962.483011727662,8633.13131354579,10117.062160923168,8920.389810285964
2008-02-28,1367.680054,-0.008941874625847834,3.8783740877698127,3550.522071523451,8854.89695331667,8962.483011727662,8633.13131354579,10117.062160923168,8840.624802988696
2008-02-29,1330.630005,-0.027089704855781993,3.8783740877698127,3550.522071523451,8711.203003324466,8962.483011727662,8633.13131354579,10117.062160923168,8601.134886335027
2008-03-03,1331.339966,0.0005335525257450513,3.8783740877698127,3550.522071523451,8713.956497670195,8962.483011727662,8633.13131354579,10117.062160923168,8605.724043577906
2008-03-04,1326.75,-0.0034476287929600113,3.8783740877698127,3550.522071523451,8696.15489247205,8907.681566475605,8633.13131354579,10117.062160923168,8576.054701580999
2008-03-05,1333.699951,0.005238327491991823,3.8783740877698127,3550.522071523451,8723.10940234172,8907.681566475605,8633.13131354579,10117.062160923168,8620.978884697115
2008-03-06,1304.339966,-0.022013935726687306,3.8783740877698127,3550.522071523451,8609.24039730041,8907.681566475605,8633.13131354579,10117.062160923168,8431.197209628264
2008-03-07,1293.369995,-0.008410361781400755,3.8783740877698127,3550.522071523451,8566.694746030424,8907.681566475605,8609.24039730041,10117.062160923168,8360.287790844954
2008-03-10,1273.369995,-0.015463479187948881,3.8783740877698127,3550.522071523451,8489.127264275026,8907.681566475605,8566.694746030424,10117.062160923168,8231.00865458596
2008-03-11,1320.650024,0.037129843789039496,3.8783740877698127,3550.522071523451,8672.496903617634,8907.681566475605,8489.127264275026,10117.062160923168,8536.62472015697
2008-03-12,1308.77002,-0.008995573228415044,3.8783740877698127,3550.522071523451,8626.42180394143,8907.681566475605,8489.127264275026,10117.062160923168,8459.832887363298
2008-03-13,1315.47998,0.00512692061818476,3.8783740877698127,3550.522071523451,8652.445538935403,8907.681566475605,8489.127264275026,10117.062160923168,8503.20577901992
2008-03-14,1288.140015,-0.02078326193911373,3.8783740877698127,3550.522071523451,8546.410927118868,8907.681566475605,8489.127264275026,10117.062160923168,8326.481425992362
2008-03-17,1276.599976,-0.008958683734392014,3.8783740877698127,3550.522071523451,8501.654338889417,8907.681566475605,8489.127264275026,10117.062160923168,8251.887112276607
2008-03-18,1330.73999,0.042409537065509095,3.8783740877698127,3550.522071523451,8711.62956629851,8907.681566475605,8489.127264275026,10117.062160923168,8601.8458246251
2008-03-19,1298.420044,-0.024287198282814115,3.8783740877698127,3550.522071523451,8586.28072521399,8907.681566475605,8489.127264275026,10117.062160923168,8392.931089484233
2008-03-20,1329.51001,0.023944459378663074,3.8783740877698127,3550.522071523451,8706.859243738036,8907.681566475605,8489.127264275026,10117.062160923168,8593.895287024307
2008-03-24,1349.880005,0.0153214303365794,3.8783740877698127,3550.522071523451,8785.861704514036,8907.681566475605,8489.127264275026,10117.062160923168,8725.566054984309
2008-03-25,1352.98999,0.0023038973749374136,3.8783740877698127,3550.522071523451,8797.92338975139,8907.681566475605,8489.127264275026,10117.062160923168,8745.66886371323
2008-03-26,1341.130005,-0.008765759604769885,3.8783740877698127,3550.522071523451,8751.925931246049,8907.681566475605,8489.127264275026,10117.062160923168,8669.006432870998
2008-03-27,1325.76001,-0.011460481044117676,3.8783740877698127,3550.522071523451,8692.315340908899,8902.75595769503,8489.127264275026,10117.062160923168,8569.655448975745
2008-03-28,1315.219971,-0.007950186248263713,3.8783740877698127,3550.522071523451,8651.437126767214,8854.89695331667,8489.127264275026,10117.062160923168,8501.525092072941
2008-03-31,1322.699951,0.005687246365573939,3.8783740877698127,3550.522071523451,8680.447287376253,8797.92338975139,8489.127264275026,10117.062160923168,8549.875359754667
2008-04-01,1370.180054,0.035896351976201,3.8783740877698127,3550.522071523451,8864.592888536094,8797.92338975139,8489.127264275026,10117.062160923168,8856.78469502107
2008-04-02,1367.530029,-0.001934070629815099,3.8783740877698127,3550.522071523451,8854.315100244152,8864.592888536094,8489.127264275026,10117.062160923168,8839.655047867835
2008-04-03,1369.310059,0.0013016386933026869,3.8783740877698127,3550.522071523451,8861.218722471604,8864.592888536094,8489.127264275026,10117.062160923168,8851.161084913589
2008-04-04,1370.400024,0.0007959957592045264,3.8783740877698127,3550.522071523451,8865.44601448418,8864.592888536094,8489.127264275026,10117.062160923168,8858.206571601215
2008-04-07,1372.540039,0.0015615987759205474,3.8783740877698127,3550.522071523451,8873.745793207618,8865.44601448418,8489.127264275026,10117.062160923168,8872.03953614028
2008-04-08,1365.540039,-0.005100033369591195,3.8783740877698127,3550.522071523451,8846.59717459323,8873.745793207618,8489.127264275026,10117.062160923168,8826.791838449632
2008-04-09,1354.48999,-0.008092072502020486,3.8783740877698127,3550.522071523451,8803.740950883044,8873.745793207618,8489.127264275026,10117.062160923168,8755.364798932655
2008-04-10,1360.550049,0.004474052259330508,3.8783740877698127,3550.522071523451,8827.244126679001,8873.745793207618,8489.127264275026,10117.062160923168,8794.536758592581
2008-04-11,1332.829956,-0.020374181030954452,3.8783740877698127,3550.522071523451,8719.73523627723,8873.745793207618,8489.127264275026,10117.062160923168,8615.355274589632
2008-04-14,1328.319946,-0.0033837849904987394,3.8783740877698127,3550.522071523451,8702.243730357648,8873.745793207618,8489.127264275026,10117.062160923168,8586.202764723661
2008-04-15,1334.430054,0.004599876722772622,3.8783740877698127,3550.522071523451,8725.941014898322,8873.745793207618,8489.127264275026,10117.062160923168,8625.698238958119
2008-04-16,1364.709961,0.022691265764912094,3.8783740877698127,3550.522071523451,8843.377821587203,8873.745793207618,8489.127264275026,10117.062160923168,8821.426250106253
2008-04-17,1365.560059,0.0006229147762482068,3.8783740877698127,3550.522071523451,8846.674819642467,8873.745793207618,8489.127264275026,10117.062160923168,8826.921246865028
2008-04-18,1390.329956,0.01813900226266063,3.8783740877698127,3550.522071523451,8942.741746323994,8873.745793207618,8489.127264275026,10117.062160923168,8987.032791334239
2008-04-21,1388.170044,-0.0015535247519331552,3.8783740877698127,3550.522071523451,8934.36479959133,8942.741746323994,8489.127264275026,10117.062160923168,8973.071213446467
2008-04-22,1375.939941,-0.008810234058040156,3.8783740877698127,3550.522071523451,8886.931885025377,8942.741746323994,8489.127264275026,10117.062160923168,8894.016355836542
2008-04-23,1379.930054,0.002899917998673729,3.8783740877698127,3550.522071523451,8902.407035891849,8942.741746323994,8489.127264275026,10117.062160923168,8919.80827394733
2008-04-24,1388.819946,0.006442277254728346,3.8783740877698127,3550.522071523451,8936.885362667723,8942.741746323994,8489.127264275026,10117.062160923168,8977.272151907118
2008-04-25,1397.839966,0.006494736791460065,3.8783740877698127,3550.522071523451,8971.868374506887,8942.741746323994,8489.127264275026,10117.062160923168,9035.577171639059
2008-04-28,1396.369995,-0.0010516017825749069,3.8783740877698127,3550.522071523451,8966.167277070714,8971.868374506887,8489.127264275026,10117.062160923168,9026.075342578772
2008-04-29,1390.939941,-0.0038886928388918163,3.8783740877698127,3550.522071523451,8945.107496341923,8971.868374506887,8489.127264275026,10117.062160923168,8990.975708030786
2008-04-30,1385.589966,-0.0038463019446790536,3.8783740877698127,3550.522071523451,8924.358291931707,8971.868374506887,8489.127264275026,10117.062160923168,8956.393700680426
2008-05-01,1409.339966,0.017140713041220224,3.8783740877698127,3550.522071523451,9016.46967651624,8971.868374506887,8489.127264275026,10117.062160923168,9109.912674987982
2008-05-02,1413.900024,0.0032355983013399037,3.8783740877698127,3550.522071523451,9034.155287302168,9016.46967651624,8489.127264275026,10117.062160923168,9139.388692964527
2008-05-05,1407.48999,-0.004533583627692184,3.8783740877698127,3550.522071523451,9009.294777534844,9034.155287302168,8489.127264275026,10117.062160923168,9097.954510018988
2008-05-06,1418.26001,0.007651933638263442,3.8783740877698127,3550.522071523451,9051.064944027607,9034.155287302168,8489.127264275026,10117.062160923168,9167.571454173592
2008-05-07,1392.569946,-0.01811379000949187,3.8783740877698127,3550.522071523451,8951.42926549686,9051.064944027607,8489.127264275026,10117.062160923168,9001.51198995568
2008-05-08,1397.680054,0.003669552121728703,3.8783740877698127,3550.522071523451,8971.248175949764,9051.064944027607,8501.654338889417,10117.062160923168,9034.543507377186
2008-05-09,1388.280029,-0.006725448340697215,3.8783740877698127,3550.522071523451,8934.791362565375,9051.064944027607,8501.654338889417,10117.062160923168,8973.78215173654
2008-05-12,1403.579956,0.011020778719276647,3.8783740877698127,3550.522071523451,8994.130202986944,9051.064944027607,8501.654338889417,10117.062160923168,9072.680219105823
2008-05-13,1403.040039,-0.0003846713524883194,3.8783740877698127,3550.522071523451,8992.0362028846,9051.064944027607,8501.654338889417,10117.062160923168,9069.190218935246
2008-05-14,1408.660034,0.004005584191314693,3.8783740877698127,3550.522071523451,9013.832645865994,9051.064944027607,8501.654338889417,10117.062160923168,9105.51762390424
2008-05-15,1423.569946,0.010584464413079253,3.8783740877698127,3550.522071523451,9071.658862217722,9051.064944027607,8586.28072521399,10117.062160923168,9201.89465115712
2008-05-16,1425.349976,0.001250398693089405,3.8783740877698127,3550.522071523451,9078.562484445174,9071.658862217722,8586.28072521399,10117.062160923168,9213.400688202873
2008-05-19,1426.630005,0.0008980454074809519,3.8783740877698127,3550.522071523451,9083.526915750368,9078.562484445174,8651.437126767214,10117.062160923168,9221.674740378197
2008-05-20,1413.400024,-0.009273589475639832,3.8783740877698127,3550.522071523451,9032.216100258283,9083.526915750368,8651.437126767214,10117.062160923168,9136.156714558052
2008-05-21,1390.709961,-0.0160535323437917,3.8783740877698127,3550.522071523451,8944.215547869218,9083.526915750368,8651.437126767214,10117.062160923168,8989.489127242945
2008-05-22,1394.349976,0.002617378966195405,3.8783740877698127,3550.522071523451,8958.332887724311,9083.526915750368,8651.437126767214,10117.062160923168,9013.018027001433
2008-05-23,1375.930054,-0.013210400772438513,3.8783740877698127,3550.522071523451,8886.89353954077,9083.526915750368,8651.437126767214,10117.062160923168,8893.952446695532
2008-05-27,1385.349976,0.006846221559457355,3.8783740877698127,3550.522071523451,8923.427520934383,9083.526915750368,8651.437126767214,10117.062160923168,8954.842415684887
2008-05-28,1390.839966,0.003962890312996237,3.8783740877698127,3550.522071523451,8944.719755892498,9083.526915750368,8680.447287376253,10117.062160923168,8990.329473948412
2008-05-29,1398.26001,0.005334937290693231,3.8783740877698127,3550.522071523451,8973.497462272211,9083.526915750368,8702.243730357648,10117.062160923168,9038.292317914598
2008-05-30,1400.380005,0.0015161665104046484,3.8783740877698127,3550.522071523451,8981.719595946412,9083.526915750368,8702.243730357648,10117.062160923168,9051.995874038268
2008-06-02,1385.670044,-0.010504263805166225,3.8783740877698127,3550.522071523451,8924.668864371906,9083.526915750368,8702.243730357648,10117.062160923168,8956.911321414093
2008-06-03,1377.650024,-0.005787828087016056,3.8783740877698127,3550.522071523451,8893.56422662051,9083.526915750368,8702.243730357648,10117.062160923168,8905.070258495101
2008-06-04,1377.199951,-0.00032669617984193433,3.8783740877698127,3550.522071523451,8891.818675159706,9083.526915750368,8702.243730357648,10117.062160923168,8902.161006060427
2008-06-05,1404.050049,0.01949615085340639,3.8783740877698127,3550.522071523451,8995.953399496986,9083.526915750368,8702.243730357648,10117.062160923168,9075.718879955892
2008-06-06,1360.680054,-0.030889208707972515,3.8783740877698127,3550.522071523451,8827.748334702279,9083.526915750368,8702.243730357648,10117.062160923168,8795.377105298048
2008-06-09,1361.76001,0.0007936884183943338,3.8783740877698127,3550.522071523451,8831.93680806861,9083.526915750368,8702.243730357648,10117.062160923168,8802.357894241935
2008-06-10,1358.439941,-0.002438072035908845,3.8783740877698127,3550.522071523451,8819.060338489406,9083.526915750368,8702.243730357648,10117.062160923168,8780.897111609922
2008-06-11,1335.48999,-0.01689434350929475,3.8783740877698127,3550.522071523451,8730.051843215417,9083.526915750368,8702.243730357648,10117.062160923168,8632.54961948661
2008-06-12,1339.869995,0.0032796988616889955,3.8783740877698127,3550.522071523451,8747.03914111172,9083.526915750368,8725.941014898322,10117.062160923168,8660.861782647115
2008-06-13,1360.030029,0.015046261260593496,3.8783740877698127,3550.522071523451,8825.227294585879,9083.526915750368,8730.051843215417,10117.062160923168,8791.17537177071
2008-06-16,1360.140015,8.087027319603202e-05,3.8783740877698127,3550.522071523451,8825.653861438295,9083.526915750368,8730.051843215417,10117.062160923168,8791.88631652474
2008-06-17,1350.930054,-0.006771333023387283,3.8783740877698127,3550.522071523451,8789.934187346524,9083.526915750368,8730.051843215417,10117.062160923168,8732.35352637179
2008-06-18,1337.810059,-0.009711824058657004,3.8783740877698127,3550.522071523451,8739.049938706856,9032.216100258283,8730.051843215417,10117.062160923168,8647.546445305674
