Date,sp1,nav
2003-03-07,0.730400819126352,0.730400819126352
2003-03-10,0.5796574536750754,0.5796574536750754
2003-03-11,0.22935997332603364,0.22935997332603364
2003-03-12,0.18611354926085255,0.18611354926085255
2003-03-13,0.2189090726567784,0.2189090726567784
2003-03-14,0.42539289227507027,0.42539289227507027
2003-03-17,0.4388082855292552,0.4388082855292552
2003-03-18,0.4427663137453024,0.4427663137453024
2003-03-19,0.3263294350414796,0.3263294350414796
2003-03-20,0.6447586851233709,0.6447586851233709
2003-03-21,0.7483966707641443,0.7483966707641443
2003-03-24,0.09526272407073577,0.09526272407073577
2003-03-25,0.33779360495675803,0.33779360495675803
2003-03-26,0.8050611097768723,0.8050611097768723
2003-03-27,0.5225306122980768,0.5225306122980768
2003-03-28,0.6115325489963368,0.6115325489963368
2003-03-31,0.7763958051802362,0.7763958051802362
2003-04-01,0.5921223998972209,0.5921223998972209
2003-04-02,0.4762079366198009,0.4762079366198009
2003-04-03,0.0012645783034770375,0.0012645783034770375
2003-04-04,0.26260303574378696,0.26260303574378696
2003-04-07,-0.01967196148568462,-0.01967196148568462
2003-04-08,-0.3101879213575316,-0.3101879213575316
2003-04-09,-0.35069539993745025,-0.35069539993745025
2003-04-10,-0.12596267776373793,-0.12596267776373793
2003-04-11,-0.09414526499119802,-0.09414526499119802
2003-04-14,-0.2720993717214242,-0.2720993717214242
2003-04-15,-0.41594777564842644,-0.41594777564842644
2003-04-16,-0.4894938668427855,-0.4894938668427855
2003-04-17,-0.551348366355576,-0.551348366355576
2003-04-21,-0.7379792572949242,-0.7379792572949242
2003-04-22,-0.6453518380654373,-0.6453518380654373
2003-04-23,-0.5642655771351457,-0.5642655771351457
2003-04-24,-0.7898893664722593,-0.7898893664722593
2003-04-25,-0.44767984201676114,-0.44767984201676114
2003-04-28,-0.6101112335600192,-0.6101112335600192
2003-04-29,-0.716486654764978,-0.716486654764978
2003-04-30,-0.8417509846003952,-0.8417509846003952
2003-05-01,-0.7595116220678477,-0.7595116220678477
2003-05-02,-1.2472455357091548,-1.2472455357091548
2003-05-05,-1.3908595036900238,-1.3908595036900238
2003-05-06,-1.670763840099056,-1.670763840099056
2003-05-07,-1.4684850739941027,-1.4684850739941027
2003-05-08,-1.3832998606503395,-1.3832998606503395
2003-05-09,-1.509855028235208,-1.509855028235208
2003-05-12,-1.6392776125439354,-1.6392776125439354
2003-05-13,-1.9619815667850276,-1.9619815667850276
2003-05-14,-1.7922448311950205,-1.7922448311950205
2003-05-15,-1.8305904630317258,-1.8305904630317258
2003-05-16,-1.5216720935709702,-1.5216720935709702
2003-05-19,-1.6232041897180522,-1.6232041897180522
2003-05-20,-1.7032269562361364,-1.7032269562361364
2003-05-21,-1.6126117891810594,-1.6126117891810594
2003-05-22,-1.7166271006473863,-1.7166271006473863
2003-05-23,-1.5760937254076737,-1.5760937254076737
2003-05-27,-2.0550438904868997,-2.0550438904868997
2003-05-28,-2.387527654822776,-2.387527654822776
2003-05-29,-2.743471983567048,-2.743471983567048
2003-05-30,-2.3785945537229054,-2.3785945537229054
2003-06-02,-2.5801181588478244,-2.5801181588478244
2003-06-03,-2.8586740329223232,-2.8586740329223232
2003-06-04,-2.873398798290765,-2.873398798290765
2003-06-05,-3.487837443719016,-3.487837443719016
2003-06-06,-3.1063805883370037,-3.1063805883370037
2003-06-09,-2.8899257319224176,-2.8899257319224176
2003-06-10,-3.2203769624856164,-3.2203769624856164
2003-06-11,-2.8746371149747176,-2.8746371149747176
2003-06-12,-3.109305194050222,-3.109305194050222
2003-06-13,-2.634519740874083,-2.634519740874083
2003-06-16,-2.600633915433022,-2.600633915433022
2003-06-17,-2.813513190067752,-2.813513190067752
2003-06-18,-2.908728079417358,-2.908728079417358
2003-06-19,-2.803397414977894,-2.803397414977894
2003-06-20,-2.3397011099026344,-2.3397011099026344
2003-06-23,-1.9157423317853102,-1.9157423317853102
2003-06-24,-1.8507649604969174,-1.8507649604969174
2003-06-25,-2.2079891065717447,-2.2079891065717447
2003-06-26,-2.694906411950413,-2.694906411950413
2003-06-27,-2.5233165636606856,-2.5233165636606856
2003-06-30,-2.5826330022100876,-2.5826330022100876
2003-07-01,-2.472957446070012,-2.472957446070012
2003-07-02,-3.408381611732267,-3.408381611732267
2003-07-03,-3.160242443462053,-3.160242443462053
2003-07-07,-3.4769092338069925,-3.4769092338069925
2003-07-08,-4.216142623681392,-4.216142623681392
2003-07-09,-4.527048440832559,-4.527048440832559
2003-07-10,-4.323722456366141,-4.323722456366141
2003-07-11,-4.572986918485455,-4.572986918485455
2003-07-14,-4.538955274891819,-4.538955274891819
2003-07-15,-4.4456048804065915,-4.4456048804065915
2003-07-16,-4.556842918485444,-4.556842918485444
2003-07-17,-3.381977454734667,-3.381977454734667
2003-07-18,-3.264406776975008,-3.264406776975008
2003-07-21,-3.1128298611440925,-3.1128298611440925
2003-07-22,-3.4466573513976613,-3.4466573513976613
2003-07-23,-3.9979604855018493,-3.9979604855018493
2003-07-24,-4.316956716747185,-4.316956716747185
2003-07-25,-4.321303910170641,-4.321303910170641
2003-07-28,-4.8177682656220355,-4.8177682656220355
2003-07-29,-4.7623287595314565,-4.7623287595314565
2003-07-30,-4.626796377227393,-4.626796377227393
2003-07-31,-4.823620913501543,-4.823620913501543
2003-08-01,-4.307830332533186,-4.307830332533186
2003-08-04,-3.654122680321322,-3.654122680321322
2003-08-05,-3.930899589233448,-3.930899589233448
2003-08-06,-3.512465668675617,-3.512465668675617
2003-08-07,-3.445421984673658,-3.445421984673658
2003-08-08,-3.1114670932979607,-3.1114670932979607
2003-08-11,-3.682261611732258,-3.682261611732258
2003-08-12,-4.040839221882791,-4.040839221882791
2003-08-13,-4.288198480564404,-4.288198480564404
2003-08-14,-4.315570554137352,-4.315570554137352
2003-08-15,-4.058300229196178,-4.058300229196178
2003-08-18,-4.551797526633123,-4.551797526633123
2003-08-19,-5.559659269629421,-5.559659269629421
2003-08-20,-5.599008536252768,-5.599008536252768
2003-08-21,-5.404190516386848,-5.404190516386848
2003-08-22,-4.703618753221207,-4.703618753221207
2003-08-25,-5.056463402102139,-5.056463402102139
2003-08-26,-5.288792336844011,-5.288792336844011
2003-08-27,-5.628480670099975,-5.628480670099975
2003-08-28,-5.3584528625220145,-5.3584528625220145
2003-08-29,-5.293485479309425,-5.293485479309425
2003-09-02,-6.028356444864897,-6.028356444864897
2003-09-03,-6.16516711997015,-6.16516711997015
2003-09-04,-6.487103615137954,-6.487103615137954
2003-09-05,-6.297912531363451,-6.297912531363451
2003-09-08,-6.774860913226462,-6.774860913226462
2003-09-09,-6.5998576151379496,-6.5998576151379496
2003-09-10,-6.417740529988961,-6.417740529988961
2003-09-11,-6.83656575857988,-6.83656575857988
2003-09-12,-6.859325899917181,-6.859325899917181
2003-09-15,-6.676978938116861,-6.676978938116861
2003-09-16,-6.93319221922556,-6.93319221922556
2003-09-17,-7.150102153920969,-7.150102153920969
2003-09-18,-6.946293553349477,-6.946293553349477
2003-09-19,-7.144361387806541,-7.144361387806541
2003-09-22,-6.504396040972239,-6.504396040972239
2003-09-23,-7.272975018731515,-7.272975018731515
2003-09-24,-6.409992959708674,-6.409992959708674
2003-09-25,-5.455004431582978,-5.455004431582978
2003-09-26,-4.705230049445078,-4.705230049445078
2003-09-29,-5.213745424385706,-5.213745424385706
2003-09-30,-4.794340177579215,-4.794340177579215
2003-10-01,-5.157962409342261,-5.157962409342261
2003-10-02,-5.450309643227854,-5.450309643227854
2003-10-03,-5.915852286214303,-5.915852286214303
2003-10-06,-6.13405496309926,-6.13405496309926
2003-10-07,-6.378976184274464,-6.378976184274464
2003-10-08,-5.911811123919961,-5.911811123919961
2003-10-09,-6.496992900622189,-6.496992900622189
2003-10-10,-6.066717350818806,-6.066717350818806
2003-10-13,-6.557241043924407,-6.557241043924407
2003-10-14,-7.014091388511559,-7.014091388511559
2003-10-15,-6.74715971431219,-6.74715971431219
2003-10-16,-6.9342049985274485,-6.9342049985274485
2003-10-17,-6.524679306895493,-6.524679306895493
2003-10-20,-6.292162224510804,-6.292162224510804
2003-10-21,-6.583493040675819,-6.583493040675819
2003-10-22,-5.741604068287671,-5.741604068287671
2003-10-23,-5.321188377429223,-5.321188377429223
2003-10-24,-4.9128797415715155,-4.9128797415715155
2003-10-27,-5.457147762252717,-5.457147762252717
2003-10-28,-6.019752212943814,-6.019752212943814
2003-10-29,-6.557528302878296,-6.557528302878296
2003-10-30,-6.651937257481322,-6.651937257481322
2003-10-31,-6.001155797259884,-6.001155797259884
2003-11-03,-6.656070715227699,-6.656070715227699
2003-11-04,-6.634684822242249,-6.634684822242249
2003-11-05,-6.70913418143445,-6.70913418143445
2003-11-06,-6.644254793014795,-6.644254793014795
2003-11-07,-6.556139108932584,-6.556139108932584
2003-11-10,-5.91016274917736,-5.91016274917736
2003-11-11,-5.452566855577743,-5.452566855577743
2003-11-12,-5.966236870677278,-5.966236870677278
2003-11-13,-5.971652252883729,-5.971652252883729
2003-11-14,-5.36027325748131,-5.36027325748131
2003-11-17,-4.859998438278211,-4.859998438278211
2003-11-18,-4.862773980742347,-4.862773980742347
2003-11-19,-5.278601895251043,-5.278601895251043
2003-11-20,-5.2008204280428885,-5.2008204280428885
2003-11-21,-5.545191754759031,-5.545191754759031
2003-11-24,-6.106738966193404,-6.106738966193404
2003-11-25,-6.134947564431812,-6.134947564431812
2003-11-26,-6.1134713510168694,-6.1134713510168694
2003-11-28,-6.31689770322231,-6.31689770322231
2003-12-01,-6.391633129545241,-6.391633129545241
2003-12-02,-6.210845833393108,-6.210845833393108
2003-12-03,-5.536020185894969,-5.536020185894969
2003-12-04,-5.936200278515017,-5.936200278515017
2003-12-05,-5.555922785465029,-5.555922785465029
2003-12-08,-5.578848861004957,-5.578848861004957
2003-12-09,-5.2864039372623495,-5.2864039372623495
2003-12-10,-5.058693093622537,-5.058693093622537
2003-12-11,-5.985474280990076,-5.985474280990076
2003-12-12,-6.53903468838088,-6.53903468838088
2003-12-15,-5.604227718085255,-5.604227718085255
2003-12-16,-6.2154796410596305,-6.2154796410596305
2003-12-17,-5.96472832552908,-5.96472832552908
2003-12-18,-6.156557944227586,-6.156557944227586
2003-12-19,-6.160329730678583,-6.160329730678583
2003-12-22,-6.485672449874471,-6.485672449874471
2003-12-23,-6.49860220841758,-6.49860220841758
2003-12-24,-6.714205281648617,-6.714205281648617
2003-12-26,-6.99769462957876,-6.99769462957876
2003-12-29,-7.462573615138922,-7.462573615138922
2003-12-30,-7.48492346746491,-7.48492346746491
2003-12-31,-6.745832418949661,-6.745832418949661
2004-01-02,-7.451016691795246,-7.451016691795246
2004-01-05,-8.053578842292097,-8.053578842292097
2004-01-06,-7.929012597779192,-7.929012597779192
2004-01-07,-8.237918507324565,-8.237918507324565
2004-01-08,-9.130442627499065,-9.130442627499065
2004-01-09,-8.479575454645413,-8.479575454645413
2004-01-12,-9.439810961222548,-9.439810961222548
2004-01-13,-9.647721813917826,-9.647721813917826
2004-01-14,-9.579732898403563,-9.579732898403563
2004-01-15,-9.505230125789907,-9.505230125789907
2004-01-16,-9.672908067831912,-9.672908067831912
2004-01-20,-10.01060727934275,-10.01060727934275
2004-01-21,-9.626889790589232,-9.626889790589232
2004-01-22,-9.385936597319855,-9.385936597319855
2004-01-23,-9.885191097784968,-9.885191097784968
2004-01-26,-10.137076689586436,-10.137076689586436
2004-01-27,-9.65992068347444,-9.65992068347444
2004-01-28,-9.336995898403572,-9.336995898403572
2004-01-29,-8.844113420159147,-8.844113420159147
2004-01-30,-8.871605968442466,-8.871605968442466
2004-02-02,-8.861806761238668,-8.861806761238668
2004-02-03,-8.613280253786783,-8.613280253786783
2004-02-04,-7.168544725542901,-7.168544725542901
2004-02-05,-7.571361889468719,-7.571361889468719
2004-02-06,-8.450060476030458,-8.450060476030458
2004-02-09,-8.163793898403583,-8.163793898403583
2004-02-10,-9.035282604034336,-9.035282604034336
2004-02-11,-8.751328415392763,-8.751328415392763
2004-02-12,-8.272757288367657,-8.272757288367657
2004-02-13,-7.478170198884811,-7.478170198884811
2004-02-17,-8.128948846557577,-8.128948846557577
2004-02-18,-7.964649291792952,-7.964649291792952
2004-02-19,-7.256555212955348,-7.256555212955348
2004-02-20,-7.656903915763294,-7.656903915763294
2004-02-23,-6.947986806234013,-6.947986806234013
2004-02-24,-7.044864495476858,-7.044864495476858
2004-02-25,-7.540359932889814,-7.540359932889814
2004-02-26,-7.684850557324054,-7.684850557324054
2004-02-27,-7.681503382383696,-7.681503382383696
2004-03-01,-7.8263550588070245,-7.8263550588070245
2004-03-02,-7.385462244480195,-7.385462244480195
2004-03-03,-7.404223556721561,-7.404223556721561
2004-03-04,-8.140083622363363,-8.140083622363363
2004-03-05,-7.87891235206834,-7.87891235206834
2004-03-08,-7.624215055751009,-7.624215055751009
2004-03-09,-7.198212507700873,-7.198212507700873
2004-03-10,-6.7572205073245755,-6.7572205073245755
2004-03-11,-6.894407541810821,-6.894407541810821
2004-03-12,-8.044074236427079,-8.044074236427079
2004-03-15,-6.5961104636703,-6.5961104636703
2004-03-16,-6.945073842292089,-6.945073842292089
2004-03-17,-7.370430932889818,-7.370430932889818
2004-03-18,-7.007488547922847,-7.007488547922847
2004-03-19,-7.096560565282573,-7.096560565282573
2004-03-22,-6.445416418444211,-6.445416418444211
2004-03-23,-6.586921775166076,-6.586921775166076
2004-03-24,-6.811094291185952,-6.811094291185952
2004-03-25,-7.591334583844784,-7.591334583844784
2004-03-26,-7.6696676822781455,-7.6696676822781455
2004-03-29,-8.0889984922226,-8.0889984922226
2004-03-30,-8.433475954393074,-8.433475954393074
2004-03-31,-8.244383495307105,-8.244383495307105
2004-04-01,-8.30407591571911,-8.30407591571911
2004-04-02,-9.268540962172438,-9.268540962172438
2004-04-05,-8.959648381949634,-8.959648381949634
2004-04-06,-8.328502771434543,-8.328502771434543
2004-04-07,-8.769278921499762,-8.769278921499762
2004-04-08,-8.349266912047398,-8.349266912047398
2004-04-12,-8.461190135353661,-8.461190135353661
2004-04-13,-7.794282984018906,-7.794282984018906
2004-04-14,-7.608198885410928,-7.608198885410928
2004-04-15,-7.4513133650587235,-7.4513133650587235
2004-04-16,-7.372647439060643,-7.372647439060643
2004-04-19,-7.926029022367928,-7.926029022367928
2004-04-20,-7.149511917344526,-7.149511917344526
2004-04-21,-7.667496128922366,-7.667496128922366
2004-04-22,-7.644645595263199,-7.644645595263199
2004-04-23,-7.66360073539326,-7.66360073539326
2004-04-26,-7.9609065952631966,-7.9609065952631966
2004-04-27,-7.849079554107746,-7.849079554107746
2004-04-28,-7.099651697369154,-7.099651697369154
2004-04-29,-6.726837569198011,-6.726837569198011
2004-04-30,-6.087895048211067,-6.087895048211067
2004-05-03,-6.240345219362652,-6.240345219362652
2004-05-04,-6.788886670748539,-6.788886670748539
2004-05-05,-6.426420024628143,-6.426420024628143
2004-05-06,-6.358882239195339,-6.358882239195339
2004-05-07,-5.545374916614591,-5.545374916614591
2004-05-10,-5.415347410330298,-5.415347410330298
2004-05-11,-6.397217083087213,-6.397217083087213
2004-05-12,-6.820261170926486,-6.820261170926486
2004-05-13,-5.579970124473164,-5.579970124473164
2004-05-14,-5.798137773289739,-5.798137773289739
2004-05-17,-5.484488264078763,-5.484488264078763
2004-05-18,-5.858736442327356,-5.858736442327356
2004-05-19,-5.7289125627191595,-5.7289125627191595
2004-05-20,-5.498424667694991,-5.498424667694991
2004-05-21,-5.941491360268728,-5.941491360268728
2004-05-24,-6.182151152798525,-6.182151152798525
2004-05-25,-6.668697460907126,-6.668697460907126
2004-05-26,-6.766032167564617,-6.766032167564617
2004-05-27,-6.65314629274566,-6.65314629274566
2004-05-28,-5.887000538953274,-5.887000538953274
2004-06-01,-6.380164728343075,-6.380164728343075
2004-06-02,-6.388402682278141,-6.388402682278141
2004-06-03,-5.879605432970152,-5.879605432970152
2004-06-04,-6.22546911207904,-6.22546911207904
2004-06-07,-6.552632797571633,-6.552632797571633
2004-06-08,-6.404347929120519,-6.404347929120519
2004-06-09,-5.954704481747115,-5.954704481747115
2004-06-10,-5.850667024628137,-5.850667024628137
2004-06-14,-5.397987953909535,-5.397987953909535
2004-06-15,-5.870787538953266,-5.870787538953266
2004-06-16,-6.037566710445645,-6.037566710445645
2004-06-17,-5.877383607547046,-5.877383607547046
2004-06-18,-6.601075137319867,-6.601075137319867
2004-06-21,-6.088459789561739,-6.088459789561739
2004-06-22,-6.21098718950627,-6.21098718950627
2004-06-23,-6.715370141039159,-6.715370141039159
2004-06-24,-6.715482984978621,-6.715482984978621
2004-06-25,-7.358155146062131,-7.358155146062131
2004-06-28,-7.686332084737373,-7.686332084737373
2004-06-29,-8.25171837915417,-8.25171837915417
2004-06-30,-8.119469727397728,-8.119469727397728
2004-07-01,-7.626513027256294,-7.626513027256294
2004-07-02,-7.821100957378846,-7.821100957378846
2004-07-06,-7.215814075569369,-7.215814075569369
2004-07-07,-6.814515893454399,-6.814515893454399
2004-07-08,-6.380042692689059,-6.380042692689059
2004-07-09,-6.30644597489885,-6.30644597489885
2004-07-12,-6.203188935199108,-6.203188935199108
2004-07-13,-6.401454428071219,-6.401454428071219
2004-07-14,-6.021791627838738,-6.021791627838738
2004-07-15,-6.0840046296336965,-6.0840046296336965
2004-07-16,-5.366308469880295,-5.366308469880295
2004-07-19,-5.16822628776535,-5.16822628776535
2004-07-20,-5.694602987041492,-5.694602987041492
2004-07-21,-4.830727058452624,-4.830727058452624
2004-07-22,-4.940208066751566,-4.940208066751566
2004-07-23,-4.630573916480529,-4.630573916480529
2004-07-26,-4.315865434245694,-4.315865434245694
2004-07-27,-5.081705456804187,-5.081705456804187
2004-07-28,-5.087892518064578,-5.087892518064578
2004-07-29,-5.042051563531771,-5.042051563531771
2004-07-30,-5.599592792232954,-5.599592792232954
2004-08-02,-5.0625681689595154,-5.0625681689595154
2004-08-03,-4.850226710144682,-4.850226710144682
2004-08-04,-5.149084771405057,-5.149084771405057
2004-08-05,-4.903407329441876,-4.903407329441876
2004-08-06,-4.230027440681525,-4.230027440681525
2004-08-09,-4.019736440617152,-4.019736440617152
2004-08-10,-3.98116827362702,-3.98116827362702
2004-08-11,-4.433399852044829,-4.433399852044829
2004-08-12,-4.319884446255813,-4.319884446255813
2004-08-13,-4.3113576961351185,-4.3113576961351185
2004-08-16,-4.511726347959723,-4.511726347959723
2004-08-17,-4.566465696203295,-4.566465696203295
2004-08-18,-5.443910280327913,-5.443910280327913
2004-08-19,-5.042125925516018,-5.042125925516018
2004-08-20,-5.5135650584526275,-5.5135650584526275
2004-08-23,-5.58633495624467,-5.58633495624467
2004-08-24,-5.608971137111794,-5.608971137111794
2004-08-25,-5.467764550523825,-5.467764550523825
2004-08-26,-5.137062125351676,-5.137062125351676
2004-08-27,-5.383074427137757,-5.383074427137757
2004-08-30,-5.08808426738436,-5.08808426738436
2004-08-31,-4.230885960088358,-4.230885960088358
2004-09-01,-5.385363033495182,-5.385363033495182
2004-09-02,-6.1015301877386605,-6.1015301877386605
2004-09-03,-5.5303980771030155,-5.5303980771030155
2004-09-07,-6.0968129891546,-6.0968129891546
2004-09-08,-6.043378629633693,-6.043378629633693
2004-09-09,-6.575375359505955,-6.575375359505955
2004-09-10,-6.9959288868860625,-6.9959288868860625
2004-09-13,-7.057688752287007,-7.057688752287007
2004-09-14,-6.9959123919651915,-6.9959123919651915
2004-09-15,-6.94869946177829,-6.94869946177829
2004-09-16,-7.267362432047477,-7.267362432047477
2004-09-17,-7.340794870964075,-7.340794870964075
2004-09-20,-7.257485949076113,-7.257485949076113
2004-09-21,-7.2661644903294444,-7.2661644903294444
2004-09-22,-6.96751572633174,-6.96751572633174
2004-09-23,-6.64764716829113,-6.64764716829113
2004-09-24,-6.574639669690669,-6.574639669690669
2004-09-27,-6.2065797864745775,-6.2065797864745775
2004-09-28,-6.854502862564317,-6.854502862564317
2004-09-29,-7.341487674179703,-7.341487674179703
2004-09-30,-6.934123674179702,-6.934123674179702
2004-10-01,-7.753637452092377,-7.753637452092377
2004-10-04,-8.118137379103032,-8.118137379103032
2004-10-05,-8.189111195776135,-8.189111195776135
2004-10-06,-8.295115323512462,-8.295115323512462
2004-10-07,-7.861567068319417,-7.861567068319417
2004-10-08,-7.341301927962377,-7.341301927962377
2004-10-11,-7.5810919928153595,-7.5810919928153595
2004-10-12,-7.713805123360146,-7.713805123360146
2004-10-13,-7.074852991409685,-7.074852991409685
2004-10-14,-7.034508611580691,-7.034508611580691
2004-10-15,-7.605339868162389,-7.605339868162389
2004-10-18,-7.7541881216701825,-7.7541881216701825
2004-10-19,-7.329535986361407,-7.329535986361407
2004-10-20,-7.586678423196076,-7.586678423196076
2004-10-21,-7.8703302480225545,-7.8703302480225545
2004-10-22,-6.91555980247999,-6.91555980247999
2004-10-25,-7.552688060756438,-7.552688060756438
2004-10-26,-7.943436568321758,-7.943436568321758
2004-10-27,-7.772310504599545,-7.772310504599545
2004-10-28,-7.80374062307348,-7.80374062307348
2004-10-29,-7.383741130373352,-7.383741130373352
2004-11-01,-8.047207704770742,-8.047207704770742
2004-11-02,-7.833586374334374,-7.833586374334374
2004-11-03,-7.996349324927564,-7.996349324927564
2004-11-04,-8.084572156740805,-8.084572156740805
2004-11-05,-8.308028656183922,-8.308028656183922
2004-11-08,-8.095328779431199,-8.095328779431199
2004-11-09,-8.487530095547427,-8.487530095547427
2004-11-10,-8.823966102840231,-8.823966102840231
2004-11-11,-9.10234792175315,-9.10234792175315
2004-11-12,-8.868602112647736,-8.868602112647736
2004-11-15,-9.454000624161765,-9.454000624161765
2004-11-16,-8.949609245441778,-8.949609245441778
2004-11-17,-8.97201517245243,-8.97201517245243
2004-11-18,-8.796797363356475,-8.796797363356475
2004-11-19,-8.898718921753158,-8.898718921753158
2004-11-22,-9.317840309465339,-9.317840309465339
2004-11-23,-9.277333051729272,-9.277333051729272
2004-11-24,-9.39943969575772,-9.39943969575772
2004-11-26,-9.629226931281025,-9.629226931281025
2004-11-29,-10.168489627230969,-10.168489627230969
2004-11-30,-10.84847237935243,-10.84847237935243
2004-12-01,-10.83320670978408,-10.83320670978408
2004-12-02,-10.96777551521572,-10.96777551521572
2004-12-03,-10.701881203318365,-10.701881203318365
2004-12-06,-10.3793819568332,-10.3793819568332
2004-12-07,-9.655146249376315,-9.655146249376315
2004-12-08,-10.19836763791794,-10.19836763791794
2004-12-09,-9.289663804959801,-9.289663804959801
2004-12-10,-9.774714637917938,-9.774714637917938
2004-12-13,-10.179231695743567,-10.179231695743567
2004-12-14,-9.99041052842685,-9.99041052842685
2004-12-15,-10.217075220982608,-10.217075220982608
2004-12-16,-10.122053275468858,-10.122053275468858
2004-12-17,-9.706801894220021,-9.706801894220021
2004-12-20,-9.654875647455242,-9.654875647455242
2004-12-21,-9.868964278542805,-9.868964278542805
2004-12-22,-9.92284389898397,-9.92284389898397
2004-12-23,-9.979989932402901,-9.979989932402901
2004-12-27,-9.822776081586426,-9.822776081586426
2004-12-28,-10.146267842230557,-10.146267842230557
2004-12-29,-9.998997469383582,-9.998997469383582
2004-12-30,-9.784634753089662,-9.784634753089662
2004-12-31,-9.807383697157164,-9.807383697157164
2005-01-03,-9.427162119010475,-9.427162119010475
2005-01-04,-8.91730668001513,-8.91730668001513
2005-01-05,-8.08611005848907,-8.08611005848907
2005-01-06,-8.222930464164605,-8.222930464164605
2005-01-07,-7.46569790763823,-7.46569790763823
2005-01-10,-7.77901764821803,-7.77901764821803
2005-01-11,-7.27206264603204,-7.27206264603204
2005-01-12,-7.364813226214224,-7.364813226214224
2005-01-13,-7.15243789656877,-7.15243789656877
2005-01-14,-7.406796386093177,-7.406796386093177
2005-01-18,-7.814813958981063,-7.814813958981063
2005-01-19,-7.25268988076499,-7.25268988076499
2005-01-20,-6.975172399198144,-6.975172399198144
2005-01-21,-7.279362258864907,-7.279362258864907
2005-01-24,-6.940211149659646,-6.940211149659646
2005-01-25,-6.91443417127995,-6.91443417127995
2005-01-26,-7.570818937734771,-7.570818937734771
2005-01-27,-7.513207020579586,-7.513207020579586
2005-01-28,-7.649863130264421,-7.649863130264421
2005-01-31,-7.76339219471221,-7.76339219471221
2005-02-01,-7.484809990114869,-7.484809990114869
2005-02-02,-7.832560652104576,-7.832560652104576
2005-02-03,-7.466081491188348,-7.466081491188348
2005-02-04,-7.56639063578217,-7.56639063578217
2005-02-07,-7.500341949618004,-7.500341949618004
2005-02-08,-7.5644087761154,-7.5644087761154
2005-02-09,-6.5895939589810695,-6.5895939589810695
2005-02-10,-6.512808964239866,-6.512808964239866
2005-02-11,-7.072297625231329,-7.072297625231329
2005-02-14,-6.979995796659338,-6.979995796659338
2005-02-15,-6.802773625231325,-6.802773625231325
2005-02-16,-6.949972329937168,-6.949972329937168
2005-02-17,-6.573976965940432,-6.573976965940432
2005-02-18,-6.4609558778035705,-6.4609558778035705
2005-02-22,-6.022906648218026,-6.022906648218026
2005-02-23,-5.973689803842248,-5.973689803842248
2005-02-24,-5.8604542290634924,-5.8604542290634924
2005-02-25,-6.380241519249367,-6.380241519249367
2005-02-28,-5.962509295067235,-5.962509295067235
2005-03-01,-6.2453350309068725,-6.2453350309068725
2005-03-02,-6.134069324645125,-6.134069324645125
2005-03-03,-6.144682958094236,-6.144682958094236
2005-03-04,-6.293560463428278,-6.293560463428278
2005-03-07,-5.592186394903607,-5.592186394903607
2005-03-08,-5.222139335714601,-5.222139335714601
2005-03-09,-5.239286076143912,-5.239286076143912
2005-03-10,-4.74541600014706,-4.74541600014706
2005-03-11,-4.800599680015125,-4.800599680015125
2005-03-14,-4.756073902641305,-4.756073902641305
2005-03-15,-4.622934000147069,-4.622934000147069
2005-03-16,-4.689096770154251,-4.689096770154251
2005-03-17,-4.9341457701542595,-4.9341457701542595
2005-03-18,-5.156892683087918,-5.156892683087918
2005-03-21,-4.84079024694185,-4.84079024694185
2005-03-22,-4.6596556482180205,-4.6596556482180205
2005-03-23,-4.878489420299815,-4.878489420299815
2005-03-24,-4.699539371287614,-4.699539371287614
2005-03-28,-4.667987257694691,-4.667987257694691
2005-03-29,-4.1916648875453575,-4.1916648875453575
2005-03-30,-4.627510699618227,-4.627510699618227
2005-03-31,-4.4061082576947115,-4.4061082576947115
2005-04-01,-4.140021825653989,-4.140021825653989
2005-04-04,-4.478303433030774,-4.478303433030774
2005-04-05,-4.426331833000603,-4.426331833000603
2005-04-06,-4.599308504505913,-4.599308504505913
2005-04-07,-4.570056795833494,-4.570056795833494
2005-04-08,-4.13993166770878,-4.13993166770878
2005-04-11,-3.9370757270533687,-3.9370757270533687
2005-04-12,-4.512904215730416,-4.512904215730416
2005-04-13,-3.895153309840879,-3.895153309840879
2005-04-14,-3.69761587316178,-3.69761587316178
2005-04-15,-3.380188093157159,-3.380188093157159
2005-04-18,-3.717373732604827,-3.717373732604827
2005-04-19,-3.886870290374276,-3.886870290374276
2005-04-20,-3.7763526041730984,-3.7763526041730984
2005-04-21,-4.745914344458555,-4.745914344458555
2005-04-22,-3.5696036954403354,-3.5696036954403354
2005-04-25,-3.4403997544726366,-3.4403997544726366
2005-04-26,-2.9987498238614734,-2.9987498238614734
2005-04-27,-2.989322068274106,-2.989322068274106
2005-04-28,-1.9184037625761619,-1.9184037625761619
2005-04-29,-2.2410941105480333,-2.2410941105480333
2005-05-02,-2.531715485632148,-2.531715485632148
2005-05-03,-3.1350262238313036,-3.1350262238313036
2005-05-04,-3.4531392903742812,-3.4531392903742812
2005-05-05,-2.88795311009018,-2.88795311009018
2005-05-06,-3.0454858383932617,-3.0454858383932617
2005-05-09,-3.5233701988106247,-3.5233701988106247
2005-05-10,-2.850223566855135,-2.850223566855135
2005-05-11,-2.573363630986293,-2.573363630986293
2005-05-12,-2.2988110017549133,-2.2988110017549133
