Date,Open,High,Low,Close,Adj Close,Volume,Price1,mvAvg20,mvAvg50,Hold,PnL,TotalReturn,TotalReturnPct,SpyPnL,SpyTotalReturn,SpyTotalReturnPct
1990-04-06,340.730011,341.730011,338.940002,340.079987,340.079987,137490000,341.369995,339.76850275000004,334.64260192,1,1.2900080000000003,-0.20001199999995833,-1.0005560677218934,1.2900080000000003,-18.320006999999976,-1.0509327668218034
1990-04-09,340.079987,341.829987,339.880005,341.369995,341.369995,114970000,342.070007,339.90350185,334.95400206,1,0.7000119999999583,0.5,-0.9986099141004203,0.7000119999999583,-17.619995000000017,-1.0489866132003303
1990-04-10,341.369995,342.410004,340.619995,342.070007,342.070007,136020000,341.920013,340.2070022,335.29140196000003,1,-0.1499939999999924,0.3500060000000076,-0.9990269231892633,-0.1499939999999924,-17.76998900000001,-1.0494036222891734
1990-04-11,342.070007,343.0,341.26001,341.920013,341.920013,141080000,344.339996,340.4595031,335.670202,1,2.419983000000002,2.7699890000000096,-0.9922989546982182,2.419983000000002,-15.350006000000008,-1.042675653798128
1990-04-12,341.920013,344.790009,341.910004,344.339996,344.339996,142470000,344.73999,340.77300255,335.97540217999995,1,0.3999939999999924,3.169983000000002,-0.9911869026595852,0.3999939999999924,-14.950012000000015,-1.0415636017594951
1990-04-16,344.339996,347.299988,344.100006,344.73999,344.73999,142810000,344.679993,340.91450185,336.2944018,1,-0.059996999999953005,3.109986000000049,-0.9913537046270192,-0.059996999999953005,-15.010008999999968,-1.0417304037269293
1990-04-17,344.73999,345.190002,342.059998,344.679993,344.679993,127990000,340.720001,340.97200155,336.56960139999995,1,-3.9599919999999997,-0.8500059999999507,-1.0023631627103162,-3.9599919999999997,-18.970000999999968,-1.0527398618102262
1990-04-18,344.679993,345.329987,340.109985,340.720001,340.720001,147130000,338.089996,340.92950125,336.74700129999997,1,-2.6300050000000397,-3.4800109999999904,-1.0096750284429645,-2.6300050000000397,-21.600006000000008,-1.0600517275428745
1990-04-19,340.720001,340.720001,337.589996,338.089996,338.089996,152930000,335.119995,340.84700155,336.91560114,1,-2.970000999999968,-6.450011999999958,-1.0179321414666398,-2.970000999999968,-24.570006999999976,-1.0683088405665497
1990-04-20,338.089996,338.519989,333.410004,335.119995,335.119995,174260000,331.049988,340.8185012,336.94300104,1,-4.070007000000032,-10.52001899999999,-1.0292474601504213,-4.070007000000032,-28.640014000000008,-1.0796241592503313
1990-04-23,335.119995,335.119995,330.089996,331.049988,331.049988,136150000,330.359985,340.51000055,336.90480098,1,-0.6900029999999902,-11.21002199999998,-1.0311657870323567,-0.6900029999999902,-29.330016999999998,-1.0815424861322667
1990-04-24,331.049988,332.970001,329.709991,330.359985,330.359985,137360000,332.029999,340.14649955,336.83960078,1,1.6700139999999806,-9.540008,-1.0265228612053554,1.6700139999999806,-27.660003000000017,-1.0768995603052653
1990-04-25,330.359985,332.73999,330.359985,332.029999,332.029999,133480000,332.920013,339.67299949999995,336.87860101999996,1,0.8900140000000079,-8.649993999999992,-1.0240484693816982,0.8900140000000079,-26.76998900000001,-1.0744251684816082
1990-04-26,332.029999,333.76001,330.670013,332.920013,332.920013,141330000,329.109985,339.21900014999994,336.91660149999996,1,-3.8100279999999884,-12.46002199999998,-1.0346410017813061,-3.8100279999999884,-30.580016999999998,-1.085017700881216
1990-04-27,332.920013,333.570007,328.709991,329.109985,329.109985,130630000,330.799988,338.63499895,336.8586010000001,1,1.6900029999999902,-10.77001899999999,-1.0299425031002112,1.6900029999999902,-28.890014000000008,-1.0803192022001213
1990-04-30,329.109985,331.309998,327.76001,330.799988,330.799988,122750000,332.25,338.17799825000003,336.77680046,1,1.4500120000000152,-9.320006999999976,-1.0259112206293683,1.4500120000000152,-27.440001999999993,-1.0762879197292785
1990-05-01,330.799988,332.829987,330.799988,332.25,332.25,149020000,334.480011,337.85549765,336.76740043999996,1,2.2300109999999904,-7.089995999999985,-1.0197114069353532,2.2300109999999904,-25.209991000000002,-1.0700881060352632
1990-05-02,332.25,334.480011,332.149994,334.480011,334.480011,141610000,335.570007,337.39749745,336.89720086,1,1.089995999999985,-6.0,-1.0166810307949565,1.089995999999985,-24.119995000000017,-1.0670577298948665
1990-05-03,334.480011,337.019989,334.470001,335.570007,335.570007,145560000,338.390015,337.12149800000003,337.05520074,1,2.82000800000003,-3.17999199999997,-1.0088409240799525,2.82000800000003,-21.299986999999987,-1.0592176231798625
1990-05-04,335.579987,338.459991,335.170013,338.390015,338.390015,140550000,340.529999,337.0044982,337.3090008,0,0.0,-3.17999199999997,-1.0088409240799525,2.13998399999997,-19.160003000000017,-1.0532681000124102
1990-05-07,338.390015,341.070007,338.109985,340.529999,340.529999,132760000,342.01001,337.02699879999994,337.6366009000001,0,0.0,-3.17999199999997,-1.0088409240799525,1.4800110000000473,-17.67999199999997,-1.0491534151677644
1990-05-08,340.529999,342.029999,340.170013,342.01001,342.01001,144230000,342.859985,337.05899954999995,337.90340083999996,0,0.0,-3.17999199999997,-1.0088409240799525,0.8499749999999722,-16.830016999999998,-1.046790338642774
1990-05-09,342.01001,343.079987,340.899994,342.859985,342.859985,152220000,343.820007,337.09849844999997,338.15540033999997,0,0.0,-3.17999199999997,-1.0088409240799525,0.9600219999999808,-15.869995000000017,-1.0441213125518012
1990-05-10,342.869995,344.980011,342.769989,343.820007,343.820007,158460000,352.0,337.19349815,338.39400018,0,0.0,-3.17999199999997,-1.0088409240799525,8.179993000000024,-7.690001999999993,-1.0213795266958796
1990-05-11,343.820007,352.309998,343.820007,352.0,352.0,234040000,354.75,337.57649834999995,338.77920038,0,0.0,-3.17999199999997,-1.0088409240799525,2.75,-4.940001999999993,-1.0137340542481912
1990-05-14,352.0,358.410004,351.950012,354.75,354.75,225410000,354.279999,338.07699885,339.1634002,0,0.0,-3.17999199999997,-1.0088409240799525,-0.47000100000002476,-5.410003000000017,-1.015040737773968
1990-05-15,354.75,355.089996,352.839996,354.279999,354.279999,165730000,354.0,338.55699915,339.57420038,0,0.0,-3.17999199999997,-1.0088409240799525,-0.27999899999997524,-5.690001999999993,-1.0158191830975607
1990-05-16,354.269989,354.679993,351.950012,354.0,354.0,159810000,354.470001,339.22099910000003,339.89560052,0,0.0,-3.17999199999997,-1.0088409240799525,0.47000100000002476,-5.220000999999968,-1.014512499571784
1990-05-17,354.0,356.920013,354.0,354.470001,354.470001,164770000,354.640015,340.03999934999996,340.2460003,0,0.0,-3.17999199999997,-1.0088409240799525,0.17001399999998057,-5.049986999999987,-1.0140398314435217
1990-05-18,354.470001,354.640015,352.519989,354.640015,354.640015,162520000,358.0,341.01600034999996,340.53340082,1,3.3599849999999947,0.1799930000000245,-0.9994995885373539,3.3599849999999947,-1.6900019999999927,-1.004698495900923
1990-05-21,354.640015,359.070007,353.779999,358.0,358.0,166280000,358.429993,342.36350095,340.93480096,1,0.4299930000000245,0.609986000000049,-0.9983041341249178,0.4299930000000245,-1.2600089999999682,-1.003503041488487
1990-05-22,358.0,360.5,356.089996,358.429993,358.429993,203350000,359.290009,343.76700135,341.33000056,1,0.8600159999999732,1.4700020000000222,-0.995913141894892,0.8600159999999732,-0.39999299999999494,-1.001112049258461
1990-05-23,358.429993,359.290009,356.98999,359.290009,359.290009,172330000,358.410004,345.13000185,341.79580074,1,-0.8800049999999828,0.5899970000000394,-0.9983597069790112,-0.8800049999999828,-1.2799979999999778,-1.0035586143425803
1990-05-24,359.290009,359.559998,357.869995,358.410004,358.410004,155140000,354.579987,346.4045014,342.22660092,1,-3.830016999999998,-3.2400199999999586,-1.0090078122327124,-3.830016999999998,-5.110014999999976,-1.0142067195962816
1990-05-25,358.410004,358.410004,354.320007,354.579987,354.579987,120250000,360.649994,347.67800150000005,342.55680051999997,1,6.0700069999999755,2.829987000000017,-0.9921321499506122,6.0700069999999755,0.9599919999999997,-0.9973310573141814
1990-05-29,354.579987,360.649994,354.549988,360.649994,360.649994,137410000,360.859985,349.17050179999995,342.93160032,1,0.20999100000000226,3.039978000000019,-0.9915483388943348,0.20999100000000226,1.169983000000002,-0.996747246257904
1990-05-30,360.649994,362.26001,360.0,360.859985,360.859985,199540000,361.230011,350.60100105,343.27820004,1,0.37002599999999575,3.410004000000015,-0.9905196030441791,0.37002599999999575,1.5400089999999977,-0.9957185104077483
1990-05-31,360.859985,361.839996,360.230011,361.230011,361.230011,165690000,363.160004,351.93850105,343.67140012000004,1,1.9299930000000245,5.339997000000039,-0.9851538909330039,1.9299930000000245,3.4700020000000222,-0.9903527982965731
1990-06-01,361.26001,363.519989,361.209991,363.160004,363.160004,187860000,367.399994,353.31800089999996,344.1398004,1,4.2399899999999775,9.579987000000017,-0.973365990306286,4.2399899999999775,7.709992,-0.9785648976698552
1990-06-04,363.160004,367.850006,362.429993,367.399994,367.399994,175520000,366.640015,354.76849985,344.77400024,1,-0.7599789999999871,8.82000800000003,-0.9754788624900393,-0.7599789999999871,6.950013000000013,-0.9806777698536085
1990-06-05,367.399994,368.779999,365.48999,366.640015,366.640015,199720000,364.959991,356.07400065,345.36240052,1,-1.680024000000003,7.139984000000027,-0.9801496178367504,-1.680024000000003,5.26998900000001,-0.9853485252003196
1990-06-06,366.640015,366.640015,364.420013,364.959991,364.959991,164030000,363.149994,357.2214997,345.90900024,1,-1.8099970000000098,5.329987000000017,-0.9851817204527136,-1.8099970000000098,3.4599919999999997,-0.9903806278162828
1990-06-07,365.920013,365.920013,361.600006,363.149994,363.149994,160360000,358.709991,358.23600015,346.34200012,1,-4.44000299999999,0.8899840000000268,-0.9975256915814968,-4.44000299999999,-0.9800109999999904,-1.002724598945066
1990-06-08,363.149994,363.48999,357.679993,358.709991,358.709991,142600000,361.630005,358.98049935,346.67619994,1,2.9200139999999806,3.8099980000000073,-0.9894075510055461,2.9200139999999806,1.9400029999999902,-0.9946064583691153
1990-06-11,358.709991,361.630005,357.700012,361.630005,361.630005,119550000,366.25,359.4619996,347.09299985999996,1,4.619995000000017,8.429993000000024,-0.9765631711942885,4.619995000000017,6.559998000000007,-0.9817620785578577
1990-06-12,361.630005,367.269989,361.149994,366.25,366.25,157100000,364.899994,360.0369996,347.61919982,1,-1.3500060000000076,7.079987000000017,-0.9803164198041846,-1.3500060000000076,5.209992,-0.9855153271677537
1990-06-13,366.25,367.089996,364.51001,364.899994,364.899994,158910000,362.899994,360.56799935,348.14319945999995,1,-2.0,5.079987000000017,-0.9858767634025034,-2.0,3.2099919999999997,-0.9910756707660726
1990-06-14,364.899994,364.899994,361.640015,362.899994,362.899994,135770000,362.910004,361.01299905,348.52839904,1,0.010010000000022501,5.089997000000039,-0.9858489338827938,0.010010000000022501,3.2200020000000222,-0.9910478412463629
1990-06-15,362.890015,363.140015,360.709991,362.910004,362.910004,205130000,356.880005,361.4349992,348.96479919999996,1,-6.029999000000032,-0.9400019999999927,-1.0026133670515534,-6.029999000000032,-2.80999700000001,-1.0078122744151226
1990-06-18,362.910004,362.910004,356.880005,356.880005,356.880005,133470000,358.470001,361.5469987,349.28779907999996,1,1.589996000000042,0.6499940000000493,-0.998192905011577,1.589996000000042,-1.220000999999968,-1.0033918123751462
1990-06-19,356.880005,358.899994,356.179993,358.470001,358.470001,134930000,359.100006,361.57049875,349.65559936,1,0.6300049999999828,1.279999000000032,-0.9964413828772476,0.6300049999999828,-0.5899959999999851,-1.0016402902408168
1990-06-20,358.470001,359.910004,357.0,359.100006,359.100006,137420000,360.470001,361.6039994,350.01019958000006,1,1.3699950000000172,2.6499940000000493,-0.9926325614132582,1.3699950000000172,0.7799990000000321,-0.9978314687768274
1990-06-21,359.100006,360.880005,357.630005,360.470001,360.470001,138570000,355.429993,361.662999,350.37819945999996,1,-5.040008,-2.390013999999951,-1.0066446495223962,-5.040008,-4.260008999999968,-1.0118435568859654
1990-06-22,360.519989,363.200012,355.309998,355.429993,355.429993,172570000,352.309998,361.51399845000003,350.64839906000003,1,-3.119995000000017,-5.510008999999968,-1.0153187716349146,-3.119995000000017,-7.380003999999985,-1.0205176789984838
1990-06-25,355.420013,356.410004,351.910004,352.309998,352.309998,133100000,352.059998,361.40049899999997,350.80779910000007,1,-0.25,-5.760008999999968,-1.0160138145847044,-0.25,-7.630003999999985,-1.0212127219482736
1990-06-26,352.320007,356.089996,351.850006,352.059998,352.059998,141420000,355.140015,360.9709992,350.95419926,1,3.080016999999998,-2.67999199999997,-1.0074508381803728,3.080016999999998,-4.549986999999987,-1.012649745543942
1990-06-27,352.059998,355.890015,351.230011,355.140015,355.140015,146620000,357.630005,360.6850007,351.1633997,1,2.4899899999999775,-0.19000199999999268,-1.0005282382021838,2.4899899999999775,-2.05999700000001,-1.005727145565753
1990-06-28,355.160004,357.630005,355.160004,357.630005,357.630005,136120000,358.019989,360.5050004,351.50159978000005,1,0.38998400000002675,0.19998200000003408,-0.9994440156832604,0.38998400000002675,-1.670012999999983,-1.0046429230468297
1990-06-29,357.640015,359.089996,357.299988,358.019989,358.019989,145510000,359.540009,360.24799965,351.90019964000004,1,1.5200199999999882,1.7200020000000222,-0.9952180989451022,1.5200199999999882,-0.14999299999999494,-1.0004170063086713
1990-07-02,358.019989,359.579987,357.540009,359.540009,359.540009,130200000,360.160004,359.8550004,352.38859992,1,0.6199950000000172,2.3399970000000394,-0.9934944063304822,0.6199950000000172,0.47000200000002224,-0.9986933136940515
1990-07-03,359.540009,360.730011,359.440002,360.160004,360.160004,130050000,355.679993,359.53099985,352.97080024,1,-4.48001099999999,-2.140013999999951,-1.0059496065726063,-4.48001099999999,-4.010008999999968,-1.0111485139361753
1990-07-05,360.160004,360.160004,354.859985,355.679993,355.679993,128320000,358.420013,359.06699995,353.4772004,1,2.7400199999999586,0.6000060000000076,-0.9983318802394735,2.7400199999999586,-1.2699890000000096,-1.0035307876030428
1990-07-06,355.690002,359.019989,354.640015,358.420013,358.420013,111730000,359.519989,358.8305009,354.00500068,1,1.0999760000000265,1.699982000000034,-0.9952737579845212,1.0999760000000265,-0.1700129999999831,-1.0004726653480904
1990-07-09,358.420013,360.049988,358.109985,359.519989,359.519989,119390000,356.48999,358.8710008,354.5370002,1,-3.029999000000032,-1.330016999999998,-1.0036976757558027,-3.029999000000032,-3.200012000000015,-1.008896583119372
1990-07-10,359.519989,359.73999,356.410004,356.48999,356.48999,147630000,361.230011,358.61400005,355.0846002999999,1,4.740021000000013,3.410004000000015,-0.9905196030441791,4.740021000000013,1.5400089999999977,-0.9957185104077483
1990-07-11,356.48999,361.230011,356.48999,361.230011,361.230011,162220000,365.440002,358.3630006,355.69320075999997,1,4.209991000000002,7.619995000000017,-0.9788151047912641,4.209991000000002,5.75,-0.9840140121548333
1990-07-12,361.230011,365.459991,360.570007,365.440002,365.440002,213180000,367.309998,358.390001,356.35700080000004,1,1.8699960000000146,9.489991000000032,-0.9736161946475231,1.8699960000000146,7.619996000000015,-0.9788151020110922
1990-07-13,365.450012,369.679993,365.450012,367.309998,367.309998,215600000,368.950012,358.6105012,357.01360053999997,1,1.6400140000000079,11.13000500000004,-0.9690566739744964,1.6400140000000079,9.260010000000023,-0.9742555813380656
1990-07-16,367.309998,369.779999,367.309998,368.950012,368.950012,149430000,367.519989,358.9125016,357.68120064000004,1,-1.4300230000000056,9.699982000000034,-0.9730323835912458,-1.4300230000000056,7.829987000000017,-0.978231290954815
1990-07-17,368.950012,369.399994,364.98999,367.519989,367.519989,176790000,364.220001,359.4445008,358.26380012000004,1,-3.299987999999985,6.399994000000049,-0.9822069171664103,-3.299987999999985,4.529999000000032,-0.9874058245299795
1990-07-18,367.519989,367.519989,362.950012,364.220001,364.220001,168760000,365.320007,359.7320008,358.73760016,1,1.1000059999999507,7.5,-0.9791487115063042,1.1000059999999507,5.630004999999983,-0.9843476188698734
1990-07-19,364.220001,365.320007,361.290009,365.320007,365.320007,161990000,361.609985,360.04300085,359.2038001,1,-3.710021999999981,3.789978000000019,-0.9894632100449653,-3.710021999999981,1.919983000000002,-0.9946621174085345
1990-07-20,365.320007,366.640015,361.579987,361.609985,361.609985,177810000,355.309998,360.10000005,359.5788001,1,-6.299986999999987,-2.510008999999968,-1.0069782562374363,-6.299986999999987,-4.380003999999985,-1.0121771636010055
1990-07-23,361.609985,361.609985,350.089996,355.309998,355.309998,209030000,355.790009,360.09400029999995,359.80859992,1,0.4800109999999904,-2.0299979999999778,-1.00564374319195,0.4800109999999904,-3.899992999999995,-1.0108426505555193
1990-07-24,355.309998,356.089996,351.459991,355.790009,355.790009,181920000,357.089996,360.26800085,359.8844001,1,1.2999869999999873,-0.7300109999999904,-1.002029555995276,1.2999869999999873,-2.6000060000000076,-1.0072284633588453
1990-07-25,355.790009,357.519989,354.799988,357.089996,357.089996,163530000,355.910004,360.51950075,359.93120001999995,1,-1.1799919999999702,-1.9100029999999606,-1.0053101364769097,-1.1799919999999702,-3.7799979999999778,-1.010509043840479
1990-07-26,357.089996,357.470001,353.950012,355.910004,355.910004,155040000,353.440002,360.55800020000004,359.96380012000003,1,-2.4700020000000222,-4.380004999999983,-1.0121771663811772,-2.4700020000000222,-6.25,-1.0173760737447464
1990-07-27,355.899994,355.940002,352.140015,353.440002,353.440002,149070000,355.549988,360.34850005000004,359.95260016,1,2.109985999999992,-2.2700189999999907,-1.006311042807356,2.109985999999992,-4.140014000000008,-1.0115099501709253
1990-07-30,353.440002,355.549988,351.149994,355.549988,355.549988,146470000,356.149994,360.225,359.9741999,1,0.6000060000000076,-1.670012999999983,-1.0046429230468297,0.6000060000000076,-3.5400080000000003,-1.0098418304103989
1990-07-31,355.549988,357.540009,353.910004,356.149994,356.149994,175380000,355.519989,360.05549925,360.00439948,1,-0.6300049999999828,-2.300017999999966,-1.006394445181159,-0.6300049999999828,-4.170012999999983,-1.0115933525447283
1990-08-01,356.149994,357.350006,353.820007,355.519989,355.519989,178260000,351.480011,359.8234985,359.95479926,0,0.0,-2.300017999999966,-1.006394445181159,-4.039978000000019,-8.209991000000002,-1.0228251854495527
1990-08-02,355.519989,355.519989,349.730011,351.480011,351.480011,253090000,344.859985,359.6134994,359.81579962,0,0.0,-2.300017999999966,-1.006394445181159,-6.620025999999996,-14.830016999999998,-1.041229995044455
1990-08-03,351.480011,351.480011,338.200012,344.859985,344.859985,295880000,334.429993,358.935498,359.52719914,0,0.0,-2.300017999999966,-1.006394445181159,-10.42999199999997,-25.260008999999968,-1.0702271646683135
1990-08-06,344.859985,344.859985,333.269989,334.429993,334.429993,240400000,334.829987,357.68099820000003,359.0475989199999,0,0.0,-2.300017999999966,-1.006394445181159,0.3999939999999924,-24.860014999999976,-1.0691151126296805
1990-08-07,334.429993,338.630005,332.220001,334.829987,334.829987,231580000,338.350006,356.59799805,358.65259892,0,0.0,-2.300017999999966,-1.006394445181159,3.5200189999999907,-21.339995999999985,-1.059328855073375
1990-08-08,334.829987,339.209991,334.829987,338.350006,338.350006,190400000,339.940002,355.45399779999997,358.20659916,0,0.0,-2.300017999999966,-1.006394445181159,1.589995999999985,-19.75,-1.054908393033399
1990-08-09,338.350006,340.559998,337.559998,339.940002,339.940002,155810000,335.519989,354.17899780000005,357.78819949999996,0,0.0,-2.300017999999966,-1.006394445181159,-4.420012999999983,-24.170012999999983,-1.0671967885279168
1990-08-10,339.899994,339.899994,334.220001,335.519989,335.519989,145340000,338.839996,352.58949735,357.27399906,0,0.0,-2.300017999999966,-1.006394445181159,3.3200069999999755,-20.850006000000008,-1.057966598693505
1990-08-13,335.390015,338.880005,332.019989,338.839996,338.839996,122820000,339.390015,351.08399655000005,356.7875988999999,0,0.0,-2.300017999999966,-1.006394445181159,0.5500190000000202,-20.299986999999987,-1.056437451380703
1990-08-14,338.839996,340.959991,337.190002,339.390015,339.390015,130320000,340.059998,349.67749785,356.22739931999996,0,0.0,-2.300017999999966,-1.006394445181159,0.669983000000002,-19.630003999999985,-1.054574783538187
1990-08-15,339.390015,341.920013,339.380005,340.059998,340.059998,136710000,332.390015,348.46949770000003,355.69579897999995,0,0.0,-2.300017999999966,-1.006394445181159,-7.669983000000002,-27.299986999999987,-1.0758986539748192
1990-08-16,340.059998,340.059998,332.390015,332.390015,332.390015,138850000,327.829987,346.8229981,355.04439945999997,0,0.0,-2.300017999999966,-1.006394445181159,-4.560027999999988,-31.860014999999976,-1.0885763152237964
1990-08-17,332.359985,332.359985,324.630005,327.829987,327.829987,212560000,328.51001,345.1339982,354.33799932,0,0.0,-2.300017999999966,-1.006394445181159,0.6800230000000056,-31.17999199999997,-1.0866857344564167
1990-08-20,327.829987,329.899994,327.070007,328.51001,328.51001,129630000,321.859985,343.7939988,353.73399969999997,0,0.0,-2.300017999999966,-1.006394445181159,-6.650025000000028,-37.830017,-1.105173946425122
1990-08-21,328.51001,328.51001,318.779999,321.859985,321.859985,194630000,316.549988,342.0974976,352.93859929999996,0,0.0,-2.300017999999966,-1.006394445181159,-5.30999700000001,-43.14001400000001,-1.1199366503381432
1990-08-22,321.859985,324.149994,316.549988,316.549988,316.549988,175550000,307.059998,340.0704972,351.94459906000003,0,0.0,-2.300017999999966,-1.006394445181159,-9.489989999999977,-52.630003999999985,-1.146320452910448
1990-08-23,316.549988,316.549988,306.559998,307.059998,307.059998,250440000,311.51001,337.6279969,350.78779914,0,0.0,-2.300017999999966,-1.006394445181159,4.450012000000015,-48.17999199999997,-1.133948655042127
1990-08-24,307.059998,311.649994,306.179993,311.51001,311.51001,199040000,321.440002,335.5314973,349.75999946,0,0.0,-2.300017999999966,-1.006394445181159,9.92999199999997,-38.25,-1.1063415713178484
1990-08-27,311.549988,323.109985,311.549988,321.440002,321.440002,160150000,321.339996,333.82599799999997,348.93059942,0,0.0,-2.300017999999966,-1.006394445181159,-0.10000600000000759,-38.35000600000001,-1.106619605178795
1990-08-28,321.440002,322.200012,320.25,321.339996,321.339996,127660000,324.190002,332.0854981,348.21979924,0,0.0,-2.300017999999966,-1.006394445181159,2.8500060000000076,-35.5,-1.09869609887016
1990-08-29,321.339996,325.829987,320.869995,324.190002,324.190002,134240000,318.709991,330.51899875,347.53419926000004,0,0.0,-2.300017999999966,-1.006394445181159,-5.48001099999999,-40.98001099999999,-1.1139314709114434
1990-08-30,324.190002,324.570007,317.820007,318.709991,318.709991,120890000,322.559998,328.88049775,346.72639896,0,0.0,-2.300017999999966,-1.006394445181159,3.850007000000005,-37.130003999999985,-1.1032277900234768
1990-08-31,318.709991,322.570007,316.589996,322.559998,322.559998,96480000,323.089996,327.76549839999996,345.96819890000006,0,0.0,-2.300017999999966,-1.006394445181159,0.5299979999999778,-36.60000600000001,-1.101754304530266
1990-09-04,322.559998,323.089996,319.109985,323.089996,323.089996,92940000,324.390015,327.19849854999995,345.32139896,0,0.0,-2.300017999999966,-1.006394445181159,1.3000190000000202,-35.29998699999999,-1.0981400283680947
1990-09-05,323.089996,324.519989,320.98999,324.390015,324.390015,120610000,320.459991,326.67649995,344.7629993,0,0.0,-2.300017999999966,-1.006394445181159,-3.930024000000003,-39.23001099999999,-1.1090661702629143
1990-09-06,324.390015,324.390015,319.369995,320.459991,320.459991,125620000,323.399994,325.78199920000003,344.13099916,0,0.0,-2.300017999999966,-1.006394445181159,2.94000299999999,-36.290008,-1.1008924568328702
1990-09-07,320.459991,324.179993,319.709991,323.399994,323.399994,123800000,321.630005,324.9549988,343.49619874,0,0.0,-2.300017999999966,-1.006394445181159,-1.7699890000000096,-38.05999700000001,-1.1058133303354927
1990-09-10,323.420013,326.529999,320.309998,321.630005,321.630005,119730000,321.040009,324.26049959999995,342.77619874,0,0.0,-2.300017999999966,-1.006394445181159,-0.5899959999999851,-38.649992999999995,-1.1074536205763095
1990-09-11,321.630005,322.179993,319.600006,321.040009,321.040009,113220000,322.540009,323.37050024999996,342.03659913999996,0,0.0,-2.300017999999966,-1.006394445181159,1.5,-37.149992999999995,-1.1032833628775702
